Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,RH,WS,WD,SR,BP,VWS,AT,Xylene
2023-01-01,160.84,301.35,198.75,95.49,214.98,37.98,14.41,2.42,13.36,8.35,35.45,8.2,76.37,0.72,188.82,54.36,974.24,0.38,16.09,7.4
2023-01-02,245.8,389.87,76.64,74.26,102.0,36.2,14.57,1.96,11.17,8.88,36.21,8.2,83.42,1.13,95.59,52.22,974.69,0.19,15.37,5.98
2023-01-03,270.96,417.47,95.24,72.6,116.27,31.84,13.35,2.05,9.94,8.5,29.17,8.2,77.97,0.88,171.54,51.97,974.53,0.24,14.64,4.99
2023-01-04,247.57,385.91,137.07,76.88,152.67,29.7,16.11,2.31,9.73,8.51,29.93,8.2,82.23,0.92,192.3,53.15,974.56,0.19,13.49,6.17
2023-01-05,321.72,509.01,158.5,95.91,180.23,40.62,19.17,2.37,9.18,10.78,55.36,8.2,84.88,0.79,173.65,51.69,974.67,0.34,13.28,10.71
2023-01-06,350.16,543.61,169.95,139.61,212.8,35.01,15.93,2.27,9.41,11.2,41.31,8.2,82.71,1.02,128.54,53.23,974.58,0.61,13.12,6.53
2023-01-07,319.39,456.0,184.69,113.19,210.77,26.04,15.54,2.29,9.34,10.93,48.85,8.2,80.97,0.86,196.61,57.45,974.44,0.62,13.17,9.28
2023-01-08,344.51,521.46,205.38,98.5,222.49,44.21,16.56,2.72,9.68,10.81,48.29,8.2,83.32,0.71,164.69,52.29,974.55,0.59,11.65,10.64
2023-01-09,494.15,685.09,172.58,102.5,195.21,53.57,16.52,2.58,10.83,14.97,79.53,8.2,87.64,0.79,71.5,48.92,974.78,0.42,10.91,19.6
2023-01-10,295.65,455.45,172.01,93.86,191.66,55.38,13.63,2.18,8.92,11.66,72.07,8.2,84.16,0.82,197.2,51.61,974.57,0.28,11.58,14.81
2023-01-11,208.49,321.88,63.91,79.2,94.23,56.11,11.02,1.92,10.01,8.68,47.83,8.2,84.07,1.71,129.39,52.97,974.75,0.38,11.46,5.11
2023-01-12,219.76,337.08,31.16,73.9,64.7,54.51,14.85,2.05,12.04,9.04,48.56,8.2,81.61,2.03,72.7,52.48,974.61,0.57,12.82,3.51
2023-01-13,225.83,335.02,75.65,86.13,103.11,52.52,13.97,2.24,13.45,9.71,47.39,8.2,81.22,1.79,112.26,52.36,974.49,0.45,13.63,3.68
2023-01-14,190.25,324.56,120.19,77.9,139.46,39.39,16.26,1.88,11.66,7.76,16.37,8.2,74.28,1.77,252.48,52.68,974.02,0.75,12.71,3.36
2023-01-15,134.86,341.29,174.44,104.36,194.53,33.44,16.79,2.09,11.8,5.74,18.56,8.2,57.49,1.41,244.12,55.38,973.06,0.78,11.4,4.14
2023-01-16,216.69,503.8,224.18,112.33,241.89,32.16,18.37,2.4,11.24,8.34,36.48,8.2,64.01,0.93,220.14,55.59,973.31,0.76,11.31,6.42
2023-01-17,228.82,447.0,169.34,93.29,182.25,20.13,13.61,2.19,11.6,7.22,41.86,8.2,60.77,0.97,225.97,55.09,973.11,0.74,11.35,9.37
2023-01-18,303.85,578.25,241.95,113.27,265.98,33.33,66.15,2.16,11.77,6.77,75.27,8.2,63.04,0.83,217.71,55.08,973.31,0.68,11.4,17.48
2023-01-19,268.0,535.44,179.6,122.07,210.47,40.61,25.08,2.3,13.1,9.41,82.66,8.2,57.41,0.78,168.38,52.75,973.01,0.66,13.66,13.64
2023-01-20,109.19,229.7,58.83,56.42,77.97,41.92,25.63,1.54,13.75,4.9,17.61,8.2,65.54,1.4,147.69,54.44,973.38,0.6,14.22,2.74
2023-01-21,237.3,417.81,108.57,78.59,130.32,34.33,26.18,2.2,16.79,7.71,57.06,8.2,73.63,0.89,87.03,54.32,973.76,0.57,13.56,6.28
2023-01-22,296.48,488.76,136.47,91.06,169.82,42.93,26.73,2.26,15.78,11.08,46.03,8.2,74.28,0.9,113.98,54.11,973.76,0.5,13.84,5.68
2023-01-23,190.96,403.57,98.42,79.5,125.84,40.28,27.28,2.0,14.64,8.29,52.0,8.2,69.17,1.01,104.35,54.86,973.37,0.31,14.57,3.03
2023-01-24,83.09,187.65,28.29,50.39,49.85,35.28,22.77,1.54,14.93,5.46,32.49,8.2,74.46,2.46,84.55,53.42,973.92,0.01,14.95,3.87
2023-01-25,132.92,255.18,113.03,70.99,129.9,33.68,22.45,2.17,11.94,8.61,49.74,8.2,80.35,1.01,175.28,55.77,974.3,0.0,14.71,4.67
2023-01-26,168.56,261.41,70.3,43.81,80.58,38.97,24.14,1.91,12.47,6.41,19.86,8.2,83.74,1.39,232.07,51.79,974.95,0.08,13.33,2.15
2023-01-27,111.47,228.46,110.79,72.55,128.92,22.08,22.65,1.8,15.28,5.79,17.77,8.2,62.55,1.73,246.62,57.6,975.23,0.69,12.99,1.91
2023-01-28,139.22,316.27,172.97,103.06,196.19,30.86,23.81,2.3,14.51,8.08,40.05,8.2,62.82,1.26,234.94,56.91,975.19,0.62,13.52,5.25
2023-01-29,288.66,464.38,145.31,84.98,190.18,38.32,22.91,2.12,20.5,10.02,143.29,8.2,87.67,1.19,146.65,41.75,975.88,0.51,12.39,11.85
2023-01-30,92.71,171.15,77.95,63.91,113.46,35.92,24.06,1.83,16.05,6.53,85.06,8.2,86.22,1.26,84.47,54.49,975.35,0.23,13.45,7.22
2023-01-31,108.89,268.24,150.02,59.68,151.06,33.64,22.81,1.85,13.13,3.04,26.83,8.2,81.78,1.44,181.26,56.52,974.14,0.09,12.5,2.58
2023-02-01,95.94,305.44,114.07,66.81,128.54,32.65,18.33,1.9,13.93,4.3,18.89,4.63,67.71,1.98,260.92,58.47,973.26,0.07,16.16,2.98
2023-02-02,101.88,358.65,123.14,77.52,141.64,25.08,2.94,1.83,14.11,5.02,21.86,4.63,63.23,1.71,251.14,57.18,973.04,0.35,16.6,3.0
2023-02-03,138.91,475.41,146.13,79.84,161.63,30.11,4.59,2.33,14.46,7.19,38.97,4.63,65.89,1.04,239.85,57.89,973.34,0.48,15.59,7.0
2023-02-04,150.39,564.68,245.32,119.82,269.19,29.79,9.63,2.24,12.25,6.73,63.89,4.63,66.51,1.29,232.03,56.9,973.34,0.49,16.88,8.91
2023-02-05,121.8,390.74,168.18,107.76,195.59,26.85,16.92,1.63,9.49,6.82,55.05,4.63,64.92,1.18,233.09,57.63,973.02,0.55,17.38,6.85
2023-02-06,182.6,498.11,101.52,88.13,133.59,39.19,18.21,2.42,17.54,7.53,162.93,4.63,71.62,1.15,122.3,57.11,973.85,0.63,17.67,14.36
2023-02-07,158.77,462.09,175.8,72.42,181.87,42.77,14.21,1.78,9.03,7.84,81.14,4.63,67.03,1.39,195.41,56.95,973.38,0.63,18.15,9.2
2023-02-08,85.46,424.01,147.97,79.02,162.69,27.0,12.74,1.96,10.54,5.32,33.1,4.63,57.68,1.38,234.5,57.79,972.65,0.5,17.46,4.88
2023-02-09,101.28,334.1,107.19,74.07,126.79,28.67,14.32,1.68,12.33,5.76,44.78,4.63,61.01,1.42,147.86,58.11,972.91,0.49,18.3,7.23
2023-02-10,96.73,237.91,33.03,60.91,58.72,29.37,14.78,1.73,18.85,4.66,44.91,4.63,63.74,1.82,63.52,58.23,973.07,0.41,19.03,4.95
2023-02-11,153.22,459.78,126.7,80.9,146.34,35.58,15.65,1.8,13.01,7.58,89.48,4.63,69.3,1.32,101.03,58.17,973.48,0.59,19.1,6.56
2023-02-12,55.48,269.05,81.46,49.33,92.57,17.09,14.73,1.5,15.09,3.08,18.72,4.63,50.09,2.08,162.01,60.07,972.27,0.55,17.32,2.29
2023-02-13,47.72,238.52,59.76,48.33,74.42,14.13,14.03,1.57,16.01,2.66,10.34,4.63,45.3,2.95,180.41,61.16,971.95,0.53,16.56,1.67
2023-02-14,82.8,236.67,87.3,63.87,105.13,13.58,16.59,1.82,13.57,5.59,28.53,4.63,46.83,1.77,222.37,59.45,972.06,0.46,17.68,3.15
2023-02-15,105.84,291.04,122.52,78.88,141.87,19.24,16.78,1.94,10.55,6.46,29.3,4.63,54.2,1.73,184.75,60.19,972.48,0.47,18.4,3.17
2023-02-16,216.94,481.53,140.43,113.91,174.83,23.87,24.6,2.54,12.38,6.67,29.58,4.63,68.65,0.88,75.05,57.15,973.52,0.34,18.43,3.15
2023-02-17,290.76,545.35,172.78,102.66,207.21,44.98,22.64,2.18,35.46,6.89,29.86,4.63,70.49,0.77,16.86,58.55,973.7,0.18,18.95,3.13
2023-02-18,260.26,520.81,194.87,130.97,230.65,49.56,24.68,2.24,17.17,7.1,30.14,4.63,69.63,0.61,21.67,58.07,973.63,0.0,19.11,3.12
2023-02-19,208.53,396.16,149.74,101.23,173.46,52.32,23.79,1.77,23.01,7.31,30.43,4.63,71.5,0.81,45.08,58.01,973.72,0.37,19.39,3.1
2023-02-20,175.42,359.79,131.29,98.93,169.84,51.86,24.26,1.7,21.52,7.53,30.71,4.63,65.91,0.99,64.39,58.59,973.39,0.57,20.5,3.08
2023-02-21,128.46,276.58,71.21,97.63,109.99,46.87,25.05,1.58,14.8,3.29,28.53,4.63,63.05,1.31,154.78,57.68,973.22,0.38,20.72,3.16
2023-02-22,162.45,321.08,115.76,104.71,151.97,43.24,25.41,1.81,12.3,3.29,28.53,4.63,67.46,0.71,194.76,58.29,973.44,0.45,19.71,3.16
2023-02-23,83.48,239.58,170.23,92.07,187.76,33.55,25.94,1.52,12.64,3.29,28.53,4.63,58.15,1.36,226.0,59.72,972.9,0.37,19.57,3.16
2023-02-24,83.12,242.78,150.18,100.39,178.25,27.21,27.17,1.58,14.95,3.29,28.53,4.63,55.73,1.03,224.67,59.65,972.8,0.33,19.81,3.16
2023-02-25,133.0,340.66,185.62,110.79,216.55,32.24,26.57,1.83,18.04,3.29,28.53,4.63,61.77,0.73,141.65,58.69,973.14,0.34,19.78,3.16
2023-02-26,167.71,426.49,130.75,108.47,175.48,40.49,26.31,1.74,25.44,3.29,28.53,4.63,60.01,0.79,82.11,58.09,973.0,0.2,20.26,3.16
2023-02-27,157.01,342.68,135.72,104.59,172.4,42.41,25.53,1.7,17.43,3.29,28.53,4.63,59.43,0.76,137.78,57.2,973.1,0.39,20.53,3.16
2023-02-28,117.72,291.91,42.81,99.7,87.97,37.9,28.99,1.85,16.33,3.29,28.53,4.63,58.81,0.97,112.89,57.77,973.0,0.33,20.26,3.16
2023-03-01,96.2,315.76,182.77,91.67,204.81,39.17,29.77,1.7,16.3,1.99,19.1,2.2,55.42,1.28,68.78,55.68,972.7,0.44,20.01,2.7
2023-03-02,106.63,306.77,121.97,94.39,149.64,44.17,23.4,1.48,16.65,1.99,19.1,2.2,57.78,0.87,179.62,58.47,972.85,0.32,20.66,2.7
2023-03-03,69.29,206.89,107.94,72.61,126.62,34.91,28.43,1.46,17.13,1.99,19.1,2.2,55.82,1.36,244.44,59.78,972.79,0.32,21.29,2.7
2023-03-04,57.57,270.28,93.86,71.28,114.45,27.39,27.68,1.42,17.92,1.99,19.1,2.2,56.25,1.51,231.36,58.11,972.69,0.5,20.55,2.7
2023-03-05,69.78,229.55,92.37,68.56,111.78,27.23,26.94,1.49,19.05,1.99,19.1,2.2,56.5,1.56,234.07,60.63,972.76,0.86,21.26,2.7
2023-03-06,70.99,235.82,105.23,77.49,126.95,26.76,26.2,1.51,21.64,1.99,19.1,2.2,56.58,1.27,240.44,61.28,972.77,0.74,20.9,2.7
2023-03-07,103.33,289.16,153.28,98.34,174.93,30.81,25.45,1.65,20.15,1.99,19.1,2.2,55.48,0.93,187.12,60.77,972.81,0.61,21.08,2.7
2023-03-08,162.65,341.97,105.67,68.72,128.85,35.82,24.7,1.62,28.07,1.99,19.1,2.2,57.23,1.05,149.79,61.33,972.83,0.59,20.9,2.7
2023-03-09,63.07,183.96,88.67,72.7,110.94,31.41,23.96,1.6,22.31,1.99,19.1,2.2,54.44,1.03,202.66,58.79,972.61,0.52,21.62,2.7
2023-03-10,108.35,271.76,140.94,85.36,160.31,32.1,23.22,1.77,19.97,1.99,19.1,2.2,60.88,1.06,259.61,61.01,973.02,1.11,21.12,2.7
2023-03-11,131.05,320.39,175.5,88.73,189.98,24.68,22.47,2.01,18.46,1.99,19.1,2.2,57.28,0.94,161.78,60.8,973.12,0.46,21.27,2.7
2023-03-12,127.67,394.11,124.8,88.94,155.77,32.99,21.72,2.06,24.36,1.99,19.1,2.2,53.52,0.98,84.26,59.94,972.82,0.0,21.72,2.7
2023-03-13,129.27,362.07,158.99,99.14,192.74,38.76,20.98,2.02,21.15,1.99,19.1,2.2,55.88,0.91,148.8,59.99,972.88,0.0,22.1,2.7
2023-03-14,110.34,334.09,153.9,96.76,182.71,38.85,24.33,2.17,20.25,1.99,19.1,2.2,57.98,1.25,203.18,60.22,972.93,0.0,22.18,2.7
2023-03-15,165.39,481.26,155.2,106.7,194.73,37.38,32.79,1.58,54.89,1.99,19.1,2.2,57.84,1.0,120.3,59.33,972.97,0.0,22.04,2.7
2023-03-16,120.38,321.86,75.1,72.33,99.69,31.55,23.29,1.14,38.85,1.99,19.1,2.2,49.61,1.53,89.57,58.22,972.55,0.0,22.31,2.7
2023-03-17,105.02,274.04,48.1,69.57,76.22,35.48,27.21,1.71,27.83,1.99,19.1,2.2,54.64,1.51,111.61,58.73,972.59,0.0,21.06,2.7
2023-03-18,67.09,127.72,35.07,59.92,60.46,40.48,23.79,1.64,21.56,1.99,19.1,2.2,77.36,1.91,74.35,44.34,974.21,0.02,18.08,2.7
2023-03-19,108.66,258.77,100.52,70.38,119.38,39.09,28.26,2.38,33.57,1.99,19.1,2.2,75.0,0.85,79.36,59.29,974.03,0.18,19.06,2.7
2023-03-20,114.41,285.22,59.17,57.02,78.57,28.2,27.49,2.54,29.82,1.99,19.1,2.2,76.87,1.72,109.92,60.27,974.04,0.16,18.98,2.7
2023-03-21,70.07,164.13,61.42,53.83,78.69,27.15,26.56,1.89,24.67,1.99,19.1,2.2,77.27,1.08,98.6,62.82,974.27,0.78,18.15,2.7
2023-03-22,99.13,263.04,109.65,76.65,130.16,26.81,26.57,2.4,30.31,1.99,19.1,2.2,71.12,0.98,111.32,63.83,973.74,0.72,19.44,2.7
2023-03-23,122.58,282.02,141.19,75.12,155.66,28.2,27.5,2.72,18.16,1.99,19.1,2.2,63.14,1.01,199.11,64.26,973.24,0.81,20.57,2.7
2023-03-24,127.64,247.79,79.33,66.25,99.91,34.74,28.64,2.89,22.9,1.99,19.1,2.2,69.47,1.75,138.3,60.01,973.64,0.83,19.82,2.7
2023-03-25,52.56,148.41,70.54,53.24,89.36,31.25,28.23,2.37,21.8,1.99,19.1,2.2,68.11,2.28,101.86,65.38,973.58,0.77,20.24,2.7
2023-03-26,103.06,226.5,74.06,71.6,98.49,28.75,28.98,2.78,18.97,1.99,19.1,2.2,56.48,1.51,174.58,65.11,972.84,0.76,21.1,2.7
2023-03-27,82.32,169.56,90.07,72.62,112.04,26.84,21.68,3.1,19.66,1.99,19.1,2.2,58.19,1.36,204.08,64.88,972.86,0.75,20.69,2.7
2023-03-28,81.77,205.04,112.29,86.56,141.02,28.0,16.96,3.35,19.64,1.99,19.1,2.2,54.65,1.12,143.5,64.49,972.63,0.93,21.2,2.7
2023-03-29,124.08,291.97,94.06,94.26,130.11,28.33,19.18,3.61,26.57,1.99,19.1,2.2,53.59,1.24,101.45,62.78,972.59,0.96,21.71,2.7
2023-03-30,105.12,263.57,75.54,69.63,102.3,36.41,13.27,3.71,29.64,1.99,19.1,2.2,62.13,1.63,146.97,55.3,973.2,0.01,20.81,2.7
2023-03-31,43.25,83.52,42.91,52.84,63.08,32.77,16.8,3.71,22.83,1.99,19.1,2.2,74.36,1.31,104.84,62.64,974.05,0.29,18.79,2.7
2023-04-01,54.49,136.02,52.74,58.68,74.2,26.19,17.56,3.79,25.09,1.72,16.48,0.81,69.67,1.52,105.86,63.33,973.68,0.45,19.3,2.7
2023-04-02,93.9,261.56,119.9,76.24,151.9,24.58,18.79,4.18,26.24,1.72,16.48,0.81,63.84,1.3,188.67,65.28,973.28,0.43,20.66,2.7
2023-04-03,143.61,315.72,106.79,75.36,127.13,34.5,13.74,4.1,25.14,1.72,16.48,0.81,60.77,1.34,149.98,64.5,973.07,0.45,21.48,2.7
2023-04-04,74.83,201.82,84.53,66.66,104.38,29.9,18.23,4.26,19.1,1.72,16.48,0.81,58.81,1.59,159.31,63.89,972.95,0.31,21.18,2.7
2023-04-05,72.72,196.09,95.19,80.07,120.96,23.26,24.51,4.34,19.29,1.72,16.48,0.81,49.7,1.24,200.1,66.18,972.43,0.46,21.87,2.7
2023-04-06,48.17,145.07,95.46,69.0,114.53,22.58,16.97,4.4,20.08,1.72,16.48,0.81,45.01,1.59,208.55,65.44,972.13,0.25,22.32,2.7
2023-04-07,52.99,154.08,94.32,70.7,116.91,19.42,20.65,4.28,22.07,1.72,16.48,0.81,42.68,1.39,203.73,65.86,972.09,0.36,22.77,2.7
2023-04-08,81.17,201.4,128.49,92.25,153.09,20.71,18.73,4.39,21.78,1.72,16.48,0.81,39.95,1.15,185.55,65.4,972.05,0.36,22.85,2.7
2023-04-09,152.08,324.38,199.19,102.34,220.95,28.28,20.09,3.84,21.53,1.72,16.48,0.81,43.52,1.0,154.24,65.01,972.48,0.36,22.74,2.7
2023-04-10,136.82,340.55,159.93,109.38,183.81,30.4,17.69,3.28,21.53,1.72,16.48,0.81,42.2,1.04,236.78,64.8,972.42,0.23,22.96,2.7
2023-04-11,160.29,330.46,210.51,105.61,238.43,33.49,22.11,2.64,20.02,1.72,16.48,0.81,42.58,1.25,239.61,64.27,972.55,0.23,23.8,2.7
2023-04-12,100.88,257.26,145.12,84.75,172.75,28.64,22.88,2.58,19.61,1.72,16.48,0.81,41.14,1.54,241.31,64.72,972.69,0.35,24.41,2.7
2023-04-13,109.05,285.95,157.67,93.45,192.71,28.54,19.24,3.1,19.61,1.72,16.48,0.81,40.38,1.12,233.19,65.14,972.26,0.31,24.87,2.7
2023-04-14,119.7,277.36,195.0,112.75,221.12,33.56,16.01,2.85,14.23,1.72,16.48,0.81,39.43,0.98,196.82,64.39,972.29,0.1,25.0,2.7
2023-04-15,147.02,342.54,198.35,142.66,229.58,42.38,23.23,2.81,23.54,1.72,16.48,0.81,38.62,0.84,137.7,63.66,972.28,0.0,28.07,2.7
2023-04-16,121.62,355.76,176.6,117.85,214.21,45.49,32.49,2.34,22.61,1.72,16.48,0.81,40.09,1.04,154.23,62.95,972.36,0.0,34.69,2.7
2023-04-17,131.76,383.03,142.95,102.72,183.09,49.64,31.49,1.95,33.7,1.72,16.48,0.81,41.02,0.89,103.32,64.24,972.24,0.1,35.18,2.7
2023-04-18,121.32,390.3,165.93,153.39,198.19,48.54,10.96,1.57,26.63,1.72,16.48,0.81,42.78,1.11,175.43,63.31,972.17,0.23,35.51,2.7
2023-04-19,75.69,271.79,96.4,102.12,132.92,52.0,3.23,1.83,19.01,1.72,16.48,0.81,43.81,2.0,153.26,67.28,972.35,0.34,34.17,2.7
2023-04-20,54.51,149.35,121.47,111.53,160.97,46.14,3.13,2.15,11.98,1.72,16.48,0.81,45.59,1.47,179.66,63.56,972.23,0.35,33.04,2.7
2023-04-21,48.26,200.0,42.95,86.15,80.91,33.69,10.47,1.86,19.54,1.72,16.48,0.81,44.73,2.28,122.0,61.84,972.16,0.21,32.29,2.7
2023-04-22,51.55,180.73,28.03,72.31,61.31,27.19,21.0,0.78,37.74,1.72,16.48,0.81,38.5,2.11,113.57,66.49,972.0,0.27,33.04,2.7
2023-04-23,31.83,157.22,74.89,72.18,98.77,21.31,19.54,0.56,31.94,1.72,16.48,0.81,39.26,1.9,200.55,65.14,972.47,0.17,31.08,2.7
2023-04-24,74.71,241.03,77.94,84.32,108.4,29.01,21.97,0.78,35.87,1.72,16.48,0.81,43.75,1.84,125.57,67.23,972.0,0.0,30.86,2.7
2023-04-25,66.25,182.97,46.28,78.11,79.27,30.43,21.86,0.98,45.37,1.72,16.48,0.81,46.01,1.84,81.92,67.14,972.11,0.0,31.31,2.7
2023-04-26,105.61,279.1,89.65,117.34,134.72,38.14,21.5,1.8,40.04,1.72,16.48,0.81,44.7,1.0,79.01,65.4,972.1,0.0,32.73,2.7
2023-04-27,98.53,300.6,82.6,103.81,129.53,41.72,22.1,1.63,41.01,1.72,16.48,0.81,43.71,1.69,121.04,63.27,972.04,0.01,33.04,2.7
2023-04-28,83.55,225.89,78.09,121.57,128.33,43.9,25.19,2.15,35.84,1.72,16.48,0.81,48.33,1.11,99.18,65.16,972.2,0.08,31.75,2.7
2023-04-29,81.5,246.23,139.54,121.41,181.46,46.15,20.78,2.68,15.52,1.72,16.48,0.81,49.55,1.25,184.48,63.3,972.18,0.46,31.73,2.7
2023-04-30,53.71,119.67,40.02,88.28,79.57,45.2,20.97,3.12,25.06,1.72,16.48,0.81,64.21,1.87,96.78,60.97,973.23,0.23,28.76,2.7
2023-05-01,47.97,73.25,18.61,58.88,46.49,49.18,18.36,3.07,16.36,1.52,19.79,1.02,83.4,2.03,71.38,54.74,974.71,0.16,26.47,2.7
2023-05-02,45.39,92.94,20.35,56.95,46.91,44.0,16.7,2.41,15.35,1.52,19.79,1.02,78.92,2.1,61.86,64.82,974.32,0.61,27.5,2.7
2023-05-03,58.47,109.53,51.6,61.47,74.77,38.54,17.59,1.94,16.8,1.52,19.79,1.02,79.35,1.64,83.21,54.71,974.3,0.32,27.79,2.7
2023-05-04,84.83,180.65,64.99,93.07,102.5,38.4,21.94,2.17,34.5,1.52,19.79,1.02,69.69,1.16,90.23,69.42,973.82,0.41,29.39,2.7
2023-05-05,98.09,275.24,157.43,140.05,197.67,42.67,20.83,2.65,16.11,1.52,19.79,1.02,60.62,0.99,176.43,68.52,973.22,0.66,31.54,2.7
2023-05-06,142.22,396.29,201.94,140.17,238.95,44.48,22.46,3.11,10.35,1.52,19.79,1.02,52.55,1.19,227.96,67.91,972.66,0.7,32.11,2.7
2023-05-07,77.45,249.88,94.38,120.51,141.23,49.13,17.31,2.92,15.78,1.52,19.79,1.02,50.43,1.41,155.66,67.05,972.54,0.73,32.88,2.7
2023-05-08,62.24,169.09,56.6,101.77,99.85,52.9,20.39,3.36,33.49,1.52,19.79,1.02,51.92,1.97,77.41,67.09,972.8,0.56,32.92,2.7
2023-05-09,113.42,333.6,160.66,149.4,211.51,47.49,27.5,2.91,28.62,1.52,19.79,1.02,44.9,1.17,188.41,67.62,972.52,0.96,33.58,2.7
2023-05-10,97.26,253.81,147.44,155.84,191.18,37.91,26.04,2.48,22.72,1.52,19.79,1.02,36.58,1.27,246.67,69.02,972.36,0.66,33.61,2.7
2023-05-11,174.09,447.71,198.3,203.71,258.17,46.65,31.87,2.8,19.7,1.52,19.79,1.02,41.52,0.83,221.18,64.14,972.48,0.56,33.82,2.7
2023-05-12,125.03,368.17,150.86,202.93,222.43,53.83,25.55,3.47,30.35,1.52,19.79,1.02,40.0,1.07,154.06,66.16,972.34,0.36,35.39,2.7
2023-05-13,138.11,322.92,85.4,163.61,136.24,57.21,28.51,2.75,40.26,1.52,19.79,1.02,40.99,1.35,85.59,66.52,972.33,0.37,35.53,2.7
2023-05-14,129.17,333.65,149.29,154.68,203.26,60.56,33.09,2.96,28.88,1.52,19.79,1.02,41.42,1.63,135.99,67.31,972.05,0.4,35.75,2.7
2023-05-15,41.91,188.58,80.52,123.74,131.52,37.98,23.74,1.7,19.31,1.52,19.79,1.02,38.58,1.88,219.25,66.62,971.94,0.29,36.25,2.7
2023-05-16,177.97,521.36,128.88,103.49,159.13,37.81,26.01,1.96,16.19,1.52,19.79,1.02,40.66,1.96,228.85,67.23,972.08,0.41,35.43,2.7
2023-05-17,100.98,337.59,113.42,120.39,159.81,43.5,24.19,1.23,13.2,1.52,19.79,1.02,42.01,1.41,181.88,59.98,972.05,0.3,35.54,2.7
2023-05-18,48.4,174.8,38.95,86.53,77.78,49.45,18.81,1.85,22.41,1.52,19.79,1.02,55.1,2.39,177.59,68.3,972.67,0.22,32.79,2.7
2023-05-19,90.18,231.77,105.98,128.48,154.7,44.87,26.61,2.51,22.78,1.52,19.79,1.02,45.01,1.51,248.65,69.09,972.29,0.26,34.67,2.7
2023-05-20,105.51,265.19,120.74,163.25,180.24,41.34,34.74,2.61,20.12,1.52,19.79,1.02,41.94,1.26,226.75,68.86,972.12,0.24,35.52,2.7
2023-05-21,117.61,331.13,85.16,193.9,169.0,53.91,19.97,1.09,28.22,1.52,19.79,1.02,40.91,0.95,168.74,66.72,972.12,0.22,36.81,2.7
2023-05-22,89.34,318.48,174.5,144.16,220.35,55.57,36.15,1.04,14.15,1.52,19.79,1.02,37.89,1.71,224.56,66.58,971.96,0.25,37.63,2.7
2023-05-23,59.95,277.42,180.76,111.75,206.86,50.88,23.08,0.95,14.8,1.52,19.79,1.02,37.07,2.27,227.45,66.09,971.88,0.22,37.86,2.7
2023-05-24,24.74,138.19,57.21,106.96,103.53,42.74,16.23,0.86,11.53,1.52,19.79,1.02,51.79,2.53,121.0,66.59,972.43,0.21,32.7,2.7
2023-05-25,27.64,168.05,36.93,154.51,112.29,45.24,16.36,0.76,13.41,1.52,19.79,1.02,54.23,1.95,154.94,68.96,972.74,0.25,32.14,2.7
2023-05-26,26.81,137.9,93.42,152.49,157.26,41.64,15.97,0.67,8.93,1.52,19.79,1.02,52.0,1.63,163.69,70.44,972.61,0.25,32.11,2.7
2023-05-27,41.5,185.0,123.52,137.05,173.59,47.14,15.29,0.62,6.84,1.52,19.79,1.02,61.44,1.5,105.51,59.13,973.12,0.47,30.81,2.7
2023-05-28,67.75,246.27,109.95,141.51,164.91,52.21,15.29,0.57,7.79,1.52,19.79,1.02,58.01,1.49,94.96,70.12,973.0,0.92,32.91,2.7
2023-05-29,45.09,196.66,115.07,139.69,168.1,46.37,12.36,0.52,7.0,1.52,19.79,1.02,61.33,1.93,141.34,64.26,973.21,0.74,31.18,2.7
2023-05-30,47.19,128.78,109.12,143.68,165.38,46.73,13.77,0.29,6.92,1.52,19.79,1.02,62.57,1.56,143.91,68.65,973.28,0.31,31.07,2.7
2023-05-31,51.25,142.38,185.76,134.61,223.04,46.07,14.19,0.1,6.66,1.52,19.79,1.02,68.7,1.5,180.85,70.55,973.55,0.45,30.04,2.7
2023-06-01,63.35,170.52,142.78,141.44,191.63,50.16,15.16,0.25,6.65,0.97,15.86,0.59,65.18,1.36,183.27,71.0,973.35,0.0,30.78,2.7
2023-06-02,40.53,140.3,63.91,144.52,128.96,29.36,14.09,0.4,7.79,0.97,15.86,0.59,54.02,1.29,203.44,71.23,973.03,0.0,32.58,2.7
2023-06-03,103.55,223.04,75.86,123.34,127.45,26.87,13.69,0.54,7.68,0.97,15.86,0.59,51.06,1.25,169.54,71.52,972.81,0.0,33.28,2.7
2023-06-04,103.27,219.84,66.76,133.79,125.58,33.16,15.24,0.52,12.06,0.97,15.86,0.59,56.38,1.31,184.08,64.11,972.68,0.0,33.36,2.7
2023-06-05,79.36,243.03,121.13,123.44,164.42,28.6,22.56,1.43,12.41,0.97,15.86,0.59,50.24,1.56,231.14,71.49,972.46,0.0,34.86,2.7
2023-06-06,173.0,267.11,86.03,103.73,125.42,40.81,30.09,2.06,14.64,0.97,15.86,0.59,42.73,1.64,203.08,72.75,972.32,0.03,36.56,2.7
2023-06-07,70.04,291.19,123.65,120.98,165.14,42.07,26.44,3.37,14.04,0.97,15.86,0.59,45.22,1.25,183.73,70.2,972.42,0.01,35.21,2.7
2023-06-08,50.42,178.59,96.54,118.36,141.67,39.55,26.73,3.3,18.42,0.97,15.86,0.59,41.92,1.25,173.79,70.0,972.38,0.01,35.95,2.7
