Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,RH,WS,WD,SR,BP,VWS,AT,Xylene
2023-11-15,305.29,528.86,140.98,48.64,189.6,30.85,4.46,2.43,6.51,1.15,5.66,16.52,52.75,0.4,81.07,988.71,735.26,0.37,27.37,2.61
2023-11-16,364.71,544.09,134.55,50.35,172.3,32.5,4.17,3.14,13.57,1.32,8.0,16.52,53.44,0.4,53.38,988.77,735.26,0.38,25.24,3.43
2023-11-17,283.36,487.86,216.85,42.98,243.69,47.25,3.07,4.69,28.27,1.66,13.39,16.52,53.87,0.54,44.78,988.72,735.26,0.47,25.73,5.94
2023-11-18,174.14,365.39,133.47,47.17,180.66,41.89,1.51,2.7,8.83,1.19,8.51,16.52,52.42,0.46,68.95,988.94,735.26,0.42,21.53,3.93
2023-11-19,198.01,364.15,150.35,40.83,191.16,40.17,6.33,2.29,33.62,1.0,8.71,16.52,52.91,0.56,55.67,988.98,735.26,0.48,20.17,3.3
2023-11-20,237.98,422.86,122.79,51.19,173.96,39.6,4.59,3.34,28.33,1.21,7.5,16.52,52.36,0.36,73.93,988.74,735.26,0.34,23.35,3.23
2023-11-21,218.05,412.35,75.27,47.3,122.58,34.52,2.57,1.71,9.31,1.08,5.69,16.52,50.92,0.56,108.72,988.86,735.26,0.55,22.21,2.09
2023-11-22,225.46,426.45,107.56,50.82,158.4,26.1,3.78,2.06,7.45,1.06,4.53,16.52,49.06,0.5,107.67,989.15,735.26,0.47,24.19,2.13
2023-11-23,255.3,481.11,193.47,52.92,243.42,33.64,3.18,3.5,20.11,1.51,11.09,16.52,51.36,0.53,70.55,989.0,735.26,0.47,26.63,4.65
2023-11-24,388.94,615.23,193.75,63.83,257.63,48.96,6.41,5.05,41.11,1.76,13.32,16.52,53.03,0.49,83.69,989.47,735.26,0.47,27.62,5.72
2023-11-25,288.49,508.23,200.41,60.11,226.87,48.51,4.12,4.36,9.55,1.73,10.52,16.52,52.19,0.38,98.88,989.46,735.26,0.37,23.69,4.64
2023-11-26,301.28,544.08,106.52,46.42,152.95,63.85,3.18,3.05,60.61,1.21,12.45,16.52,50.89,0.63,57.85,989.49,735.26,0.52,20.13,4.35
2023-11-27,226.09,394.18,79.15,38.33,117.48,58.35,5.12,2.02,47.89,1.1,8.97,16.52,52.51,1.06,56.42,989.77,735.26,0.82,18.94,2.63
2023-11-28,169.16,279.92,38.12,32.39,70.5,48.9,1.61,1.33,13.53,0.77,7.61,16.52,55.94,0.35,43.43,989.79,735.26,0.28,17.75,1.38
2023-11-29,217.91,377.81,115.39,40.56,149.75,52.13,3.05,2.44,27.98,1.19,6.98,16.52,56.21,0.47,49.94,989.52,735.26,0.39,18.37,2.4
2023-11-30,291.44,492.73,127.78,51.84,179.28,82.45,2.95,3.2,37.15,1.16,10.62,16.52,56.39,0.53,41.71,989.38,735.26,0.48,17.82,3.87
2023-12-01,251.65,411.81,77.43,49.53,126.96,65.01,4.39,1.59,23.87,1.06,5.73,8.92,56.58,0.31,49.46,988.51,740.03,0.29,17.97,1.72
2023-12-02,179.39,322.31,131.18,56.96,184.58,62.58,6.77,1.62,11.13,1.13,7.59,8.92,55.31,0.35,62.96,988.6,740.03,0.32,17.29,2.81
2023-12-03,193.3,376.74,161.33,59.25,217.25,70.77,6.01,1.82,30.49,1.23,9.63,8.92,53.13,0.36,63.09,988.66,740.03,0.35,17.58,3.75
2023-12-04,187.22,356.01,121.56,64.34,185.92,76.92,4.38,1.06,30.11,1.02,6.8,8.92,51.92,0.57,62.99,988.57,740.03,0.54,17.96,2.59
2023-12-05,157.64,290.31,95.82,57.07,148.72,61.3,3.55,0.89,9.61,0.91,4.47,8.92,51.28,0.53,71.92,988.66,740.03,0.46,17.26,1.51
2023-12-06,158.24,320.49,175.12,72.14,244.18,65.63,2.5,1.39,9.09,1.05,5.87,8.92,52.13,0.35,96.03,988.26,740.03,0.33,17.18,2.49
2023-12-07,237.86,452.79,221.56,82.06,291.01,82.47,5.12,2.03,10.55,1.63,9.52,8.92,60.83,0.32,71.62,988.55,740.03,0.3,17.23,4.15
2023-12-08,170.48,346.7,166.69,68.96,231.76,70.63,3.82,2.34,9.98,1.35,7.56,8.92,63.76,0.41,99.9,988.13,740.03,0.39,17.08,3.16
2023-12-09,166.21,330.97,126.24,62.8,189.08,66.54,3.35,2.32,9.27,1.1,7.17,8.92,62.87,0.43,102.4,988.59,740.03,0.4,16.89,2.7
2023-12-10,154.74,298.35,130.02,60.5,182.44,53.22,3.23,1.24,9.64,0.86,4.62,8.92,59.97,0.53,104.12,988.59,740.03,0.49,16.49,1.79
2023-12-11,187.22,365.73,206.31,73.66,257.82,63.89,5.44,2.66,20.67,1.08,7.31,8.92,61.63,0.36,83.19,988.26,740.03,0.35,16.25,3.34
2023-12-12,276.96,482.28,166.24,64.78,218.18,91.78,5.03,3.61,39.48,1.16,11.21,8.92,66.28,0.4,55.03,988.5,740.03,0.38,15.78,3.75
2023-12-13,295.25,484.19,146.21,67.15,209.91,87.82,3.37,3.85,20.07,1.45,8.41,8.92,65.43,0.39,73.72,988.31,740.03,0.37,16.07,3.4
2023-12-14,166.71,353.81,186.4,68.32,242.8,65.53,5.71,4.02,9.17,1.22,7.36,8.92,61.3,0.46,104.83,988.04,740.03,0.43,15.72,2.81
2023-12-15,218.42,404.89,190.18,76.83,254.09,74.27,4.54,4.56,9.66,1.43,8.76,4.25,61.06,0.34,81.5,988.41,745.23,0.32,15.73,3.92
2023-12-16,273.96,496.65,206.58,79.19,243.1,84.52,6.41,5.73,10.09,1.65,9.54,4.25,63.27,0.34,81.02,988.46,744.58,0.31,15.55,4.29
2023-12-17,229.57,398.38,161.66,68.63,223.74,87.57,2.97,4.1,9.33,1.2,6.24,4.25,61.96,0.37,78.52,988.37,743.94,0.33,15.82,2.79
2023-12-18,164.31,296.44,91.95,54.49,146.39,70.81,1.84,3.01,5.25,0.72,3.68,4.25,63.51,0.48,102.56,988.21,743.29,0.41,15.5,1.41
2023-12-19,142.61,327.26,113.26,53.59,166.82,40.45,2.9,2.78,3.98,0.76,3.58,4.25,58.49,0.45,103.92,988.64,742.65,0.39,15.53,1.58
2023-12-20,174.68,380.84,138.89,65.13,194.58,50.3,2.1,2.32,5.14,1.02,5.37,4.25,61.75,0.32,106.83,961.83,742.0,0.3,15.48,2.09
2023-12-21,272.74,501.81,115.65,71.03,186.69,68.07,5.4,2.43,11.12,1.26,7.56,5.56,63.35,0.32,74.07,989.0,742.0,0.29,16.28,3.48
2023-12-22,407.44,655.77,183.69,80.08,248.5,97.88,5.79,2.99,12.84,1.59,9.8,6.88,71.24,0.35,48.62,988.99,742.0,0.32,15.48,3.94
2023-12-23,345.06,563.45,150.53,65.97,176.72,86.54,3.53,1.68,14.75,1.13,7.62,8.2,66.96,0.41,42.74,988.94,742.0,0.35,15.23,3.07
2023-12-24,344.67,551.89,185.07,73.34,232.29,90.49,6.59,1.77,10.12,1.4,7.14,9.51,70.66,0.3,52.37,988.98,742.0,0.28,14.84,4.02
2023-12-25,249.62,435.99,150.27,65.41,212.51,78.8,2.85,1.85,9.35,1.13,6.02,10.82,71.03,0.33,93.16,988.89,742.0,0.3,14.58,2.52
2023-12-26,292.16,475.83,99.99,58.93,158.94,85.78,5.13,1.94,10.03,1.16,7.47,12.14,72.85,0.32,51.15,988.86,742.0,0.26,14.26,2.2
2023-12-27,411.96,612.05,56.49,50.37,106.66,88.07,3.65,2.08,8.92,1.6,7.39,8.91,82.62,0.33,62.34,988.88,741.98,0.26,13.36,2.06
2023-12-28,269.48,414.48,38.12,54.44,87.79,54.89,1.9,1.57,8.57,1.06,4.3,5.84,80.33,0.35,74.08,988.81,741.96,0.25,13.18,1.35
2023-12-29,314.18,466.63,42.5,54.44,81.3,61.44,3.22,2.08,11.93,1.8,12.98,6.22,82.88,0.43,37.56,679.4,741.91,0.24,12.99,1.19
2023-12-30,307.65,450.73,40.98,77.31,74.45,33.41,12.15,2.21,27.26,3.04,25.72,4.89,80.88,0.56,48.53,114.79,741.67,-0.03,13.15,1.19
2023-12-31,239.31,365.42,42.59,66.55,70.03,24.98,9.63,1.92,20.84,2.75,17.51,3.22,80.72,0.61,43.45,105.32,742.0,-0.03,12.1,1.19
2024-01-01,199.56,335.12,38.99,56.29,61.65,18.28,9.33,1.6,17.08,2.31,8.15,2.17,75.3,0.41,60.27,127.21,741.94,-0.03,11.83,1.19
2024-01-02,195.91,320.67,46.46,62.58,71.07,19.42,22.19,1.77,17.98,2.2,9.02,3.71,72.11,0.54,54.18,135.27,741.98,-0.03,11.54,1.19
2024-01-03,247.44,360.37,69.63,71.08,94.41,25.29,16.65,2.18,15.52,3.43,12.03,4.18,84.56,0.51,38.12,119.43,742.0,-0.03,10.76,1.19
2024-01-04,274.06,436.22,91.01,71.07,111.79,34.86,10.11,1.86,14.38,3.17,18.21,5.43,81.26,0.32,96.44,111.25,741.96,-0.03,11.54,5.46
2024-01-05,218.28,345.98,66.03,59.13,85.1,42.52,11.37,2.2,15.25,2.75,14.08,3.92,84.88,0.32,51.01,79.26,742.0,-0.03,12.01,5.46
2024-01-06,223.3,375.88,69.6,68.65,93.07,34.62,18.98,3.57,14.94,2.62,11.18,3.42,78.78,0.39,44.39,122.34,741.9,-0.03,11.72,5.46
2024-01-07,214.33,357.84,64.99,75.71,93.11,29.71,10.04,3.55,17.23,2.26,10.62,2.95,74.78,0.39,61.26,137.88,741.89,-0.03,12.2,5.46
2024-01-08,331.12,531.56,81.0,82.32,109.17,28.6,15.83,4.11,15.23,3.46,17.74,6.47,80.92,0.38,37.85,130.92,741.19,-0.03,11.53,5.46
2024-01-09,184.92,304.13,58.07,57.75,77.92,41.18,10.64,3.86,15.32,2.27,11.88,2.91,80.98,0.44,91.49,115.4,741.0,-0.02,11.62,5.46
2024-01-10,177.28,301.01,63.68,58.19,82.73,35.52,12.57,4.56,16.99,1.95,8.31,2.94,77.8,0.52,122.65,132.2,741.0,-0.01,11.04,5.46
2024-01-11,229.72,375.51,64.65,76.26,93.13,34.08,17.9,3.96,19.54,2.69,12.86,3.9,74.56,0.36,99.18,140.09,741.0,-0.02,11.73,5.46
2024-01-12,253.56,394.33,64.67,88.45,99.15,38.51,8.7,3.63,18.49,3.31,16.46,4.95,76.69,0.33,73.73,133.1,741.0,-0.03,11.57,5.46
2024-01-13,420.17,609.42,121.99,115.6,157.44,43.65,23.05,4.2,25.52,4.82,33.16,9.48,81.94,0.41,38.68,135.7,741.0,-0.03,10.98,5.46
2024-01-14,363.57,574.43,96.19,100.96,136.99,41.99,21.51,4.9,28.18,5.78,27.11,11.05,79.74,0.35,75.71,129.65,740.92,-0.03,11.29,5.46
2024-01-15,238.57,405.96,95.11,107.29,134.89,37.59,23.87,5.13,23.28,3.9,20.28,7.0,74.47,0.34,57.03,139.19,740.68,-0.02,11.82,5.46
2024-01-16,295.29,409.95,49.65,80.14,83.0,51.07,2.95,4.1,19.36,3.69,24.6,6.3,83.56,0.85,40.86,129.59,740.76,-0.03,10.77,5.46
2024-01-17,226.16,338.07,29.39,71.08,61.7,36.43,4.47,0.79,17.01,2.47,16.9,4.63,75.55,0.6,46.65,140.98,740.54,-0.03,11.46,5.46
2024-01-18,199.32,308.96,36.31,69.16,66.3,39.31,28.82,0.47,16.07,2.52,16.44,4.88,79.75,0.51,52.54,133.55,740.17,-0.03,11.51,5.46
2024-01-19,207.95,313.08,26.8,61.53,54.51,36.6,10.61,0.42,15.26,2.71,15.72,5.35,82.33,0.68,50.94,130.27,740.21,-0.03,10.91,5.46
2024-01-20,198.91,333.6,51.36,77.04,82.73,28.69,15.88,1.33,17.26,2.65,14.88,1.93,73.62,0.48,59.24,136.67,739.55,-0.03,11.88,5.46
2024-01-21,212.08,331.76,69.68,78.84,98.59,34.29,6.48,1.49,15.32,3.31,13.62,3.4,80.98,0.39,100.59,132.12,738.91,-0.01,11.2,5.46
2024-01-22,238.8,373.23,21.74,61.97,50.64,24.47,12.81,1.22,15.6,2.04,8.38,1.94,75.73,0.64,44.28,142.06,740.09,0.06,11.25,5.46
2024-01-23,256.98,418.2,32.88,79.67,69.11,31.69,15.0,1.26,14.47,2.65,9.99,3.52,79.69,0.7,50.58,128.89,741.78,-0.03,11.42,5.46
2024-01-24,286.24,467.91,63.26,86.38,97.34,34.79,14.36,1.27,14.34,3.69,15.85,4.69,77.56,0.35,51.75,129.86,741.43,-0.03,11.59,5.46
2024-01-25,263.9,456.6,93.11,103.03,130.51,33.84,16.37,1.42,14.68,3.66,21.07,7.84,78.48,0.43,59.4,136.32,741.3,-0.03,11.34,5.46
2024-01-26,383.65,580.15,156.79,128.73,191.95,48.81,9.04,2.17,16.92,4.76,25.56,10.4,75.29,0.34,40.31,140.62,741.51,0.23,12.39,5.46
2024-01-27,201.47,397.72,181.39,132.42,211.81,45.19,25.11,1.55,15.12,3.46,17.0,9.08,65.54,0.54,87.28,142.33,741.52,0.45,13.46,5.46
2024-01-28,312.73,529.27,139.46,141.01,166.0,62.31,13.3,1.36,21.61,4.65,32.95,12.05,77.97,0.85,55.43,137.93,741.41,0.41,12.08,5.46
2024-01-29,234.3,404.18,49.77,84.95,85.64,41.96,12.14,1.16,16.09,2.85,18.19,5.77,75.86,0.44,52.17,142.16,741.36,0.41,13.09,5.46
2024-01-30,289.84,464.52,84.3,93.01,118.0,53.28,29.63,0.67,15.35,4.42,27.23,8.2,83.39,0.34,57.41,123.42,740.8,0.4,12.79,5.46
2024-01-31,265.73,349.77,85.39,96.5,120.75,53.45,15.3,0.77,33.48,3.56,34.45,7.02,88.03,0.58,42.55,109.24,740.97,0.41,12.78,5.46
2024-02-01,66.89,99.25,17.8,59.72,46.05,36.86,15.6,1.54,15.71,1.07,6.86,1.92,84.65,1.44,44.77,134.93,741.07,0.02,13.79,3.16
2024-02-02,103.95,200.05,78.89,75.73,104.39,28.66,14.48,2.37,15.25,1.98,12.32,3.91,81.19,0.61,91.99,153.83,742.0,-0.02,13.03,3.16
2024-02-03,119.99,372.35,106.66,111.81,146.17,32.59,14.45,2.86,15.8,3.38,19.72,5.68,62.94,0.38,105.0,147.33,741.33,-0.02,14.08,3.16
2024-02-04,140.93,239.51,63.18,82.32,95.16,62.79,7.73,2.42,22.52,3.68,29.32,0.0,79.75,0.79,38.81,131.74,737.56,-0.03,14.59,3.16
2024-02-05,85.43,194.62,52.71,66.78,78.32,28.51,13.31,2.21,19.16,1.65,10.67,1.64,78.17,0.41,99.81,148.2,739.33,-0.02,15.02,3.16
2024-02-06,81.64,258.3,74.26,77.25,101.47,20.33,17.94,1.84,18.85,1.59,10.87,3.7,68.49,0.49,101.59,113.8,741.43,0.15,14.03,3.16
2024-02-07,78.76,243.27,42.46,70.93,72.26,20.04,17.99,1.33,18.59,1.27,7.65,2.69,58.48,0.81,121.78,113.78,741.46,0.25,15.27,3.16
2024-02-08,71.46,197.66,39.98,66.12,67.64,19.69,24.25,1.28,18.27,1.12,5.28,1.93,58.95,1.06,124.39,116.76,742.0,0.2,16.11,3.16
2024-02-09,92.89,300.43,100.2,114.31,129.59,21.76,30.91,1.82,18.41,2.03,12.58,5.8,56.29,0.37,121.62,116.02,742.0,0.12,17.23,3.16
2024-02-10,218.86,445.73,105.07,115.17,145.87,40.3,10.29,1.35,29.17,3.05,23.7,10.23,65.81,0.33,61.02,115.69,742.0,0.08,16.91,3.16
2024-02-11,179.1,357.31,96.28,112.68,138.19,37.08,16.14,1.43,18.9,2.24,17.97,4.89,65.21,0.31,74.42,114.19,742.0,0.08,17.05,3.16
2024-02-12,190.43,375.65,127.3,120.9,167.81,47.39,24.41,2.09,19.55,2.5,20.94,5.47,68.2,0.32,50.04,112.29,741.25,0.09,17.49,3.16
2024-02-13,259.0,511.27,155.57,148.12,197.46,49.79,22.29,2.94,20.23,4.19,25.96,4.84,70.33,0.3,68.41,110.93,740.41,0.11,17.47,3.16
2024-02-14,211.74,422.15,120.43,122.77,163.2,51.41,7.82,1.44,19.54,3.8,25.15,4.63,67.72,0.31,128.03,114.85,740.33,0.08,17.25,3.16
2024-02-15,142.46,345.82,110.9,122.23,155.13,39.04,10.69,1.12,19.43,2.59,16.76,2.42,64.05,0.37,107.57,116.51,740.19,0.08,17.42,3.16
2024-02-16,130.44,340.44,121.74,127.49,166.78,37.0,21.11,2.12,20.14,2.85,21.41,4.24,60.09,0.33,91.26,112.54,739.37,0.1,17.7,3.16
2024-02-17,141.31,405.15,149.72,160.17,180.94,34.34,17.66,3.52,19.48,2.65,19.41,5.16,60.0,0.38,95.39,115.71,740.03,0.09,18.27,3.16
2024-02-18,173.51,434.15,41.6,157.91,78.52,54.26,17.12,4.31,19.58,2.88,20.47,8.37,59.22,0.63,54.45,114.97,741.64,0.07,19.26,3.16
2024-02-19,99.51,266.69,3.31,56.27,32.62,47.02,16.79,2.07,21.44,1.19,4.62,0.46,57.54,2.12,50.41,113.36,740.77,0.05,19.86,3.16
2024-02-20,122.51,266.6,49.97,83.02,83.92,44.33,25.08,2.63,22.69,1.65,17.81,0.74,71.52,0.77,36.1,113.67,739.92,0.05,19.56,3.16
2024-02-21,100.35,266.24,49.8,78.24,82.12,44.09,13.55,2.01,20.88,1.99,13.88,0.28,63.32,0.43,96.34,118.68,739.9,0.09,19.19,3.16
2024-02-22,72.21,218.4,54.53,86.49,90.31,28.1,24.23,1.42,20.61,1.5,10.6,0.2,52.62,0.44,90.44,120.07,739.89,0.13,18.93,3.16
2024-02-23,58.11,186.67,63.65,93.98,101.72,23.22,28.92,1.63,20.17,1.49,12.5,0.46,49.07,0.51,107.87,122.26,740.0,0.1,18.25,3.16
2024-02-24,118.96,347.41,133.38,151.14,185.82,25.2,30.53,1.77,19.24,2.22,26.99,1.51,51.61,0.36,60.54,117.94,740.89,0.1,18.06,3.16
2024-02-25,110.47,244.75,63.24,97.91,103.51,24.86,22.13,0.88,18.81,1.31,9.19,2.2,48.58,0.52,76.79,118.0,741.82,0.1,18.47,3.16
2024-02-26,112.33,275.38,77.03,112.64,121.26,20.82,22.91,1.09,18.53,1.75,11.35,0.86,48.28,0.36,51.57,116.0,741.91,0.1,18.64,3.16
2024-02-27,67.89,178.39,42.66,76.31,75.27,27.83,18.95,0.75,18.33,1.34,12.68,0.02,52.98,0.44,94.05,118.86,742.0,0.11,18.66,3.16
2024-02-28,55.57,173.89,44.26,75.04,76.0,30.89,24.43,0.77,19.39,1.41,8.88,0.05,57.8,0.53,125.67,121.98,741.03,0.16,18.64,3.16
2024-02-29,76.87,191.92,95.36,107.61,126.79,22.96,18.86,0.93,20.85,1.45,9.09,0.17,55.52,0.43,113.0,122.25,740.42,0.16,19.24,3.16
2024-03-01,122.95,271.43,94.25,113.44,133.08,35.71,19.92,1.66,29.58,2.47,20.51,0.18,55.77,0.94,36.35,119.57,740.99,0.07,19.66,2.7
2024-03-02,43.07,101.53,7.98,36.47,25.89,37.85,22.76,1.29,20.52,0.7,4.05,0.58,67.62,3.87,47.55,108.38,741.43,0.16,18.79,2.7
2024-03-03,65.08,158.5,40.45,56.88,63.26,39.85,16.02,1.59,14.79,0.88,6.62,0.03,68.14,0.92,65.2,120.8,742.22,0.15,17.59,2.7
2024-03-04,64.98,159.28,35.29,62.52,61.98,21.61,14.76,1.32,22.24,1.04,3.54,0.0,55.15,0.62,74.97,127.21,742.38,0.25,17.32,2.7
2024-03-05,56.05,151.86,32.96,57.85,57.58,17.41,18.46,1.2,28.49,0.87,4.75,0.0,51.67,0.55,120.55,127.44,742.21,0.23,16.75,2.7
2024-03-06,72.57,170.48,36.66,70.98,67.55,14.96,27.86,1.34,30.27,1.01,6.98,0.04,51.57,0.42,112.52,127.55,742.13,0.22,16.73,2.7
2024-03-07,96.56,218.59,54.45,85.44,89.71,18.65,23.37,1.52,18.5,1.65,13.3,0.0,57.74,0.35,43.74,44.97,742.26,0.2,16.82,2.7
2024-03-08,72.86,167.7,31.03,65.93,60.31,20.84,24.2,1.24,27.66,1.02,6.71,0.03,52.12,0.46,95.54,125.55,742.38,0.31,18.68,2.7
2024-03-09,70.85,160.92,43.7,75.59,75.71,17.2,18.8,1.29,29.79,1.18,6.36,0.0,50.88,0.52,123.09,127.0,742.21,0.45,18.69,2.7
2024-03-10,99.39,217.33,64.66,97.87,104.63,17.66,19.52,1.56,30.56,1.52,9.88,0.0,49.36,0.38,87.88,143.21,742.35,0.44,19.35,2.7
2024-03-11,92.75,220.48,58.32,88.87,94.51,16.54,26.41,1.58,27.9,1.58,11.81,1.8,47.7,0.39,88.87,153.65,741.82,0.4,19.74,2.7
2024-03-12,86.11,223.63,51.98,79.87,84.4,15.42,33.31,1.61,25.25,1.65,13.74,3.6,46.05,0.4,89.86,164.09,741.28,0.35,20.12,2.7
2024-03-13,79.47,226.79,45.63,70.86,74.28,14.31,40.2,1.63,22.59,1.72,15.67,5.4,44.39,0.41,90.86,174.53,740.74,0.3,20.51,2.7
2024-03-14,72.83,229.94,39.29,61.86,64.17,13.19,47.09,1.65,19.94,1.78,17.6,7.2,42.74,0.42,91.85,184.97,740.21,0.26,20.89,2.7
2024-03-15,66.19,233.09,32.95,52.86,54.05,12.07,53.98,1.68,17.28,1.84,19.52,8.99,41.08,0.43,92.84,195.4,739.68,0.22,21.28,2.7
2024-03-16,59.56,236.24,26.61,43.86,43.93,10.95,60.88,1.7,14.62,1.91,21.45,10.79,39.42,0.44,93.83,205.84,739.14,0.17,21.66,2.7
2024-03-17,52.92,239.39,20.27,34.86,33.82,9.83,67.77,1.72,11.97,1.98,23.38,12.59,37.77,0.45,94.82,216.28,738.6,0.12,22.04,2.7
2024-03-18,46.28,242.54,13.92,25.85,23.7,8.72,74.66,1.74,9.31,2.04,25.31,14.39,36.11,0.46,95.82,226.72,738.07,0.08,22.43,2.7
2024-03-19,39.64,245.7,7.58,16.85,13.59,7.6,81.55,1.77,6.66,2.1,27.24,16.19,34.46,0.47,96.81,237.16,737.54,0.03,22.82,2.7
2024-03-20,33.0,248.85,1.24,7.85,3.47,6.48,88.45,1.79,4.0,2.17,29.17,17.99,32.8,0.48,97.8,247.6,737.0,-0.01,23.2,2.7
2024-03-21,93.75,252.0,0.77,32.16,0.3,0.14,95.34,0.95,23.64,1.55,10.73,1.05,56.34,1.02,37.98,203.59,740.34,-0.05,19.42,2.7
2024-03-22,140.75,106.0,26.28,56.46,42.83,9.28,48.25,1.83,45.51,1.83,13.95,2.23,60.24,1.55,45.67,158.18,745.93,-0.03,19.78,2.7
2024-03-23,96.45,271.79,42.24,52.97,62.51,19.53,18.69,2.75,23.71,2.18,16.43,0.55,55.71,1.46,71.55,157.15,750.59,0.0,20.75,2.7
2024-03-24,77.52,325.63,32.43,34.14,44.52,17.46,25.48,1.51,12.75,0.92,6.54,1.26,52.54,1.37,67.91,161.52,748.78,0.03,19.91,2.7
2024-03-25,189.37,547.78,35.85,37.32,48.98,12.22,27.28,1.2,0.5,1.58,11.35,0.9,66.61,1.28,36.61,82.94,748.32,-0.02,16.8,2.7
2024-03-26,119.33,77.33,22.77,39.3,39.4,11.47,26.57,0.9,50.75,0.33,2.77,0.8,39.0,1.19,129.0,262.33,746.33,0.01,24.03,2.7
2024-03-27,54.76,225.76,34.43,57.87,58.8,26.57,26.56,0.7,9.4,1.68,15.84,0.46,48.26,1.1,85.6,87.83,740.69,-0.01,21.79,2.7
2024-03-28,62.93,208.66,33.98,58.25,58.59,16.64,31.99,0.35,79.74,1.71,11.73,0.48,48.24,1.01,76.44,122.25,740.01,-0.01,21.83,2.7
2024-03-29,87.14,242.44,26.98,55.07,50.56,15.57,29.2,0.57,90.55,1.63,15.35,0.47,49.82,0.92,41.01,107.84,740.06,-0.02,21.63,2.7
2024-03-30,95.31,301.58,36.94,63.32,63.72,14.65,29.79,0.77,43.79,2.01,12.67,0.48,51.61,0.83,49.09,123.91,740.03,-0.02,21.74,2.7
2024-03-31,156.73,407.53,53.33,64.4,77.55,9.92,29.13,1.22,61.73,3.0,18.67,0.49,53.6,0.74,64.78,132.89,740.0,-0.01,21.17,2.7
2024-04-01,35.21,185.08,35.7,62.01,62.0,16.95,33.02,3.39,53.07,1.0,7.78,0.3,39.35,0.65,132.96,145.56,739.77,0.01,26.09,2.7
2024-04-02,51.64,189.13,29.13,51.46,49.52,8.38,30.76,3.16,42.68,1.26,9.16,0.36,43.23,0.53,103.35,126.26,740.0,0.0,28.09,2.7
2024-04-03,91.45,277.52,22.86,86.23,44.13,10.28,36.68,3.37,38.21,2.07,11.37,0.45,41.65,0.48,79.48,123.32,745.34,-0.03,29.24,2.7
2024-04-04,87.85,288.67,48.19,76.09,79.66,9.51,26.14,2.28,31.72,1.75,14.95,0.46,39.59,0.41,58.02,121.27,748.31,-0.03,30.17,2.7
2024-04-05,70.59,249.46,44.59,62.95,69.71,9.47,24.77,0.67,23.87,1.36,11.43,0.27,39.75,0.51,103.95,122.77,748.34,-0.01,30.13,2.7
2024-04-06,77.53,231.44,40.98,67.12,69.04,9.36,22.27,0.71,35.5,1.28,8.4,0.33,37.99,0.48,98.76,126.66,748.42,-0.01,29.57,2.7
2024-04-07,82.48,257.2,63.89,87.02,97.77,7.23,10.34,0.98,32.87,1.42,11.53,0.24,37.32,0.44,85.11,125.97,748.46,-0.01,29.26,2.7
2024-04-08,110.88,316.94,63.25,103.21,105.11,14.67,24.08,1.16,30.45,1.42,8.87,0.33,37.28,0.41,79.55,125.19,748.78,-0.02,29.89,2.7
2024-04-09,132.38,352.52,120.25,96.69,155.66,14.21,25.61,2.69,50.87,1.45,9.27,0.45,36.97,0.35,40.24,123.35,748.99,-0.03,29.97,2.7
2024-04-10,107.55,329.34,63.73,90.01,98.13,23.6,13.55,2.98,63.39,1.47,21.77,1.4,37.14,0.5,32.32,124.17,748.93,-0.03,30.34,2.7
2024-04-11,129.4,422.12,122.37,92.21,146.46,30.21,44.15,3.06,64.33,1.91,29.54,1.74,38.98,0.68,49.15,120.15,749.04,-0.04,30.43,2.7
2024-04-12,148.61,390.56,65.07,97.1,100.91,33.3,35.52,3.02,52.4,1.91,24.61,0.97,38.42,0.49,29.47,123.08,748.88,-0.03,30.94,2.7
2024-04-13,143.5,482.5,161.6,113.63,191.8,36.78,8.13,3.21,5.55,2.05,20.67,2.55,41.17,0.3,51.17,2.0,748.67,-0.03,29.12,2.7
2024-04-14,107.61,382.91,123.05,96.15,151.25,32.87,12.2,2.27,15.03,1.65,18.68,1.7,40.41,0.35,77.81,2.0,749.11,-0.02,29.26,2.7
2024-04-15,71.71,283.32,84.5,78.66,110.7,28.97,16.26,1.32,24.52,1.26,16.69,0.85,39.66,0.4,104.46,2.0,749.56,-0.0,29.41,2.7
2024-04-16,35.82,183.73,45.95,61.18,70.15,25.06,20.33,0.38,34.0,0.86,14.7,0.0,38.9,0.45,131.1,2.0,750.0,0.01,29.55,2.7
2024-04-17,52.08,192.03,58.92,63.17,80.93,26.08,24.29,0.82,49.79,0.58,5.4,0.27,39.4,0.84,129.79,129.44,749.2,0.0,30.03,2.7
2024-04-18,79.87,249.96,91.1,78.43,113.45,24.14,23.77,0.94,32.63,0.97,5.0,0.37,38.98,0.39,109.27,129.49,748.8,-0.02,29.69,2.7
2024-04-19,72.84,240.5,94.19,81.81,118.35,25.42,24.64,1.1,35.3,0.98,6.55,0.3,38.32,0.4,104.9,134.87,748.88,-0.02,30.48,2.7
2024-04-20,65.82,231.04,97.28,85.2,123.24,26.69,25.5,1.27,37.98,0.99,8.09,0.23,37.65,0.4,100.54,140.26,748.96,-0.02,31.27,2.7
2024-04-21,58.79,221.57,100.37,88.58,128.14,27.96,26.37,1.44,40.65,1.0,9.64,0.16,36.98,0.41,96.18,145.64,749.03,-0.02,32.06,2.7
